order_id,customer_id,product_id,order_date,quantity,product_name,category,price,revenue
5177,1093,5,2025-07-27,1,Monitor,Electronics,15000,15000
5178,1032,1,2025-07-28,2,Laptop,Electronics,80000,160000
5179,1050,1,2025-07-29,1,Laptop,Electronics,80000,80000
5180,1061,5,2025-07-30,2,Monitor,Electronics,15000,30000
5181,1051,5,2025-07-31,3,Monitor,Electronics,15000,45000
5182,1019,3,2025-08-01,3,Headphones,Electronics,3000,9000
5183,1021,1,2025-08-02,2,Laptop,Electronics,80000,160000
5184,1005,4,2025-08-03,3,Keyboard,Electronics,2000,6000
5185,1082,2,2025-08-04,2,Phone,Electronics,50000,100000
5186,1092,2,2025-08-05,3,Phone,Electronics,50000,150000
5187,1042,5,2025-08-06,1,Monitor,Electronics,15000,15000
5188,1061,3,2025-08-07,3,Headphones,Electronics,3000,9000
5189,1022,2,2025-08-08,1,Phone,Electronics,50000,50000
5190,1021,1,2025-08-09,3,Laptop,Electronics,80000,240000
5191,1070,5,2025-08-10,1,Monitor,Electronics,15000,15000
5192,1001,4,2025-08-11,3,Keyboard,Electronics,2000,6000
5193,1005,5,2025-08-12,1,Monitor,Electronics,15000,15000
5194,1012,4,2025-08-13,2,Keyboard,Electronics,2000,4000
5195,1090,5,2025-08-14,2,Monitor,Electronics,15000,30000
5196,1046,5,2025-08-15,1,Monitor,Electronics,15000,15000
5197,1034,5,2025-08-16,3,Monitor,Electronics,15000,45000
5198,1049,4,2025-08-17,1,Keyboard,Electronics,2000,2000
5199,1078,4,2025-08-18,3,Keyboard,Electronics,2000,6000
5200,1090,5,2025-08-19,2,Monitor,Electronics,15000,30000
